sample_id,predicted_class,entropy,normalized_entropy,key_norm,cross_level_response_mean,cross_level_response_variance,z1_magnitude,z1_d0,z1_d1,z1_d2,z1_d3,z1_d4,z1_d5,z1_d6,z2_magnitude,z2_d0,z2_d1,z2_d2,z2_d3,z2_d4,z2_d5,z2_d6,z3_magnitude,z3_d0,z3_d1,z3_d2,z3_d3,z3_d4,z3_d5,z3_d6,z4_magnitude,z4_d0,z4_d1,z4_d2,z4_d3,z4_d4,z4_d5,z4_d6,label,error
dermamnist_id_000006,5,0.2478476726842881,0.12736850815265618,1.0,0.05141071567777544,0.0013504420424817272,0.086932472884655,-0.015393927693367004,-0.048936184495687485,0.03776091709733009,-0.044472817331552505,-0.03276198357343674,-0.011147728189826012,0.018005363643169403,0.08744920045137405,-0.017117030918598175,-0.04976755380630493,0.03892917186021805,-0.04293359816074371,-0.03289293125271797,-0.009824084118008614,0.018447987735271454,0.027478937059640884,-0.005333450622856617,-0.015033566392958164,0.011899481527507305,-0.013894224539399147,-0.011021371930837631,-0.0022976205218583345,0.006264287047088146,0.0037822523154318333,-0.0007165634306147695,-0.0020568433683365583,0.0016190523747354746,-0.0019269100157544017,-0.0015278628561645746,-0.0003047603531740606,0.0008943197317421436,4,1
dermamnist_id_002728,5,0.22123855938209377,0.11369412893472965,1.0,0.05163701140554622,0.0013659898743370298,0.08763595670461655,-0.015464583411812782,-0.04919617995619774,0.0378059446811676,-0.04485694319009781,-0.03345240652561188,-0.01140793040394783,0.01816602423787117,0.08763039857149124,-0.017144139856100082,-0.04985279589891434,0.038969866931438446,-0.04302810877561569,-0.03302440792322159,-0.009869774803519249,0.01848706230521202,0.027495454996824265,-0.0053362250328063965,-0.015042021870613098,0.011904857121407986,-0.013902311213314533,-0.011031148955225945,-0.0023007532581686974,0.006267593242228031,0.00378623534925282,-0.0007172751938924193,-0.0020589716732501984,0.0016206600703299046,-0.001928805373609066,-0.0015298277139663696,-0.0003052670508623123,0.0008951752679422498,5,0
dermamnist_id_000924,5,0.24430872211607121,0.12554984732192107,1.0,0.051592270319815725,0.0013678034182743786,0.08801787346601486,-0.015889383852481842,-0.049464259296655655,0.038238316774368286,-0.04498136416077614,-0.033372387290000916,-0.011206097900867462,0.017977086827158928,0.0872260257601738,-0.017115283757448196,-0.04962517321109772,0.038835559040308,-0.04281473159790039,-0.03284100443124771,-0.009794284589588642,0.01835828647017479,0.027359815314412117,-0.0053124744445085526,-0.014967715367674828,0.011848360300064087,-0.013833281584084034,-0.010975148528814316,-0.002287624403834343,0.006234917789697647,0.0037653667386621237,-0.000713651068508625,-0.0020477070938795805,0.0016119665233418345,-0.0019180355593562126,-0.0015212168218567967,-0.00030344491824507713,0.0008900052634999156,5,0
dermamnist_id_006792,5,0.22554563136036213,0.11590752608482896,0.9999999403953552,0.05164477281505242,0.0013699272277237677,0.08809235692024231,-0.015750305727124214,-0.049465734511613846,0.03827632963657379,-0.04521862789988518,-0.03320455551147461,-0.01124333031475544,0.01807139813899994,0.08730906248092651,-0.017109502106904984,-0.049672167748212814,0.038871195167303085,-0.04288478195667267,-0.032838374376297,-0.009810717776417732,0.01838829182088375,0.027405768632888794,-0.005320300348103046,-0.014993001706898212,0.011868373490869999,-0.013858046382665634,-0.01099136658012867,-0.0022917489986866713,0.006246157456189394,0.0037719032261520624,-0.0007147020660340786,-0.0020511860493570566,0.001614707987755537,-0.0019217126537114382,-0.0015235927421599627,-0.00030393441556952894,0.0008916937513276935,5,0
dermamnist_id_004805,5,0.2746681074651097,0.14115148512815645,1.0,0.050384688132908195,0.0012842745029023272,0.08371483534574509,-0.014662070199847221,-0.04729504510760307,0.03601474314928055,-0.04228483885526657,-0.03220497816801071,-0.01103336364030838,0.017675157636404037,0.08673111349344254,-0.016960149630904198,-0.04937801510095596,0.03855502977967262,-0.04250907152891159,-0.03272038698196411,-0.009774882346391678,0.01835123635828495,0.02733037993311882,-0.005303661338984966,-0.01495308242738247,0.011831698939204216,-0.013815395534038544,-0.010967869311571121,-0.0022864011116325855,0.006232991814613342,0.0037624237593263388,-0.0007127496064640582,-0.002046207431703806,0.0016102490480989218,-0.0019162960816174746,-0.0015204621013253927,-0.0003032290260307491,0.0008899497333914042,1,1
dermamnist_id_005922,5,0.25977769172585297,0.13349932516255594,1.0,0.050470794492866844,0.0012875761613557399,0.08371095359325409,-0.014528926461935043,-0.04733068868517876,0.035980552434921265,-0.042360205203294754,-0.03207706660032272,-0.011093752458691597,0.017755109816789627,0.08698413521051407,-0.01698969304561615,-0.04952935874462128,0.03866057097911835,-0.042648106813430786,-0.032793961465358734,-0.00980848353356123,0.018419593572616577,0.02741345763206482,-0.005318771116435528,-0.014998840168118477,0.011867241002619267,-0.01385822519659996,-0.011000217869877815,-0.0022936202585697174,0.006252669729292393,0.0037746315356343985,-0.00071495003066957,-0.0020528517197817564,0.001615431159734726,-0.0019226038130000234,-0.001525325234979391,-0.000304205110296607,0.0008929214091040194,6,1
dermamnist_id_003920,5,0.21888622785473846,0.11248526966211765,0.9999999403953552,0.05137635039864108,0.0013527964124520474,0.0873476192355156,-0.01560317911207676,-0.04911237210035324,0.03795378655195236,-0.04474293813109398,-0.032920949161052704,-0.01116639282554388,0.017978452146053314,0.08705094456672668,-0.017057979479432106,-0.04953499510884285,0.03875650465488434,-0.04274352639913559,-0.03274042159318924,-0.009783942252397537,0.01834229938685894,0.027343498542904854,-0.005308208521455526,-0.014959346503019333,0.01184135116636753,-0.013825839385390282,-0.01096656545996666,-0.0022865943610668182,0.006232355255633593,0.003763339249417186,-0.0007130769081413746,-0.002046578796580434,0.0016110370634123683,-0.0019172551110386848,-0.0015201719943434,-0.00030324229737743735,0.0008897031657397747,5,0
dermamnist_id_000300,5,0.2313918992275486,0.11891191345082562,0.9999999403953552,0.05165842565475032,0.0013669303755742168,0.0877000167965889,-0.015621533617377281,-0.04930287227034569,0.03797054663300514,-0.04484307020902634,-0.03330475836992264,-0.011288166046142578,0.01808851957321167,0.08763231337070465,-0.017164628952741623,-0.049860838800668716,0.038993388414382935,-0.04302214831113815,-0.03299863263964653,-0.009853627532720566,0.018474336713552475,0.02751428633928299,-0.005340898409485817,-0.015052467584609985,0.011913998052477837,-0.013911828398704529,-0.011037328280508518,-0.002301081083714962,0.006271684542298317,0.0037870861124247313,-0.0007175651262514293,-0.00205947645008564,0.001621081493794918,-0.001929242629557848,-0.0015300085069611669,-0.0003051981911994517,0.0008953906362876296,5,0
dermamnist_id_002996,5,0.28396254878766153,0.14592788311706872,0.9999998807907104,0.05059245298616588,0.0012959679792681803,0.0841330960392952,-0.014610454440116882,-0.047576963901519775,0.03642535209655762,-0.042596179991960526,-0.03197331726551056,-0.011012800969183445,0.01779128983616829,0.08705389499664307,-0.017004627734422684,-0.04956800490617752,0.03872982785105705,-0.04268151521682739,-0.032789647579193115,-0.009796980768442154,0.018422354012727737,0.027409076690673828,-0.00531809963285923,-0.014996357262134552,0.011867377907037735,-0.013856163248419762,-0.0109966229647398,-0.002292555756866932,0.006251009181141853,0.0037737442180514336,-0.0007147883297875524,-0.0020523029379546642,0.0016152295283973217,-0.0019222382688894868,-0.0015247894916683435,-0.00030417286325246096,0.0008926395676098764,5,0
dermamnist_id_005210,5,0.23091220924603686,0.11866540156447537,1.0,0.051030238217208534,0.0013254190627359848,0.08563342690467834,-0.014926566742360592,-0.048220183700323105,0.036857374012470245,-0.043605320155620575,-0.03276937082409859,-0.01129265408962965,0.017995821312069893,0.08728409558534622,-0.01705259457230568,-0.04967588186264038,0.038800790905952454,-0.042829759418964386,-0.03290560096502304,-0.009840386919677258,0.018453378230333328,0.027425270527601242,-0.00532137043774128,-0.015004297718405724,0.011873310431838036,-0.013865683227777481,-0.011004234664142132,-0.002295148791745305,0.0062534743919968605,0.003778159851208329,-0.0007156247738748789,-0.0020546368323266506,0.0016170770395547152,-0.00192452990449965,-0.0015267266426235437,-0.00030465656891465187,0.0008935189689509571,2,1
